dataset_file,algorithm,total_abstracts,total_relevant,total_relevant_in_screening_set,training_size,training_relevant,training_prevalence_estimate,band_selected_by_estimate,selected_screening_cost,selected_recall,selected_all_keys_found,A_screening_cost,A_recall,A_all_keys_found,A_stopped_by_breakout,A_data_cut_met_without_all_keys,A_sensitivity_gain_from_keys,A_keys_missing_at_data_cut,B_screening_cost,B_recall,B_all_keys_found,B_stopped_by_breakout,B_data_cut_met_without_all_keys,B_sensitivity_gain_from_keys,B_keys_missing_at_data_cut,C_screening_cost,C_recall,C_all_keys_found,C_stopped_by_breakout,C_data_cut_met_without_all_keys,C_sensitivity_gain_from_keys,C_keys_missing_at_data_cut
Dailey_and_Bergelson_2022_training_44_seed6057_LR_SBERT_complete_results_key1.csv,LR_SBERT,4992,203,202,97,1,0.04,A,0.5673076923076923,1.0,True,0.5673076923076923,1.0,True,False,False,,0.0,0.42988782051282054,0.9901477832512315,True,False,False,,0.0,0.34875801282051283,0.9802955665024631,True,False,False,,0
Dailey_and_Bergelson_2022_training_45_seed6903_LR_SBERT_complete_results_key1.csv,LR_SBERT,4992,203,202,96,1,0.05,A,0.49979967948717946,0.9950738916256158,True,0.49979967948717946,0.9950738916256158,True,False,False,,0.0,0.4280849358974359,0.9901477832512315,True,False,False,,0.0,0.351161858974359,0.9802955665024631,True,False,False,,0
Dailey_and_Bergelson_2022_training_46_seed2452_LR_SBERT_complete_results_key1.csv,LR_SBERT,4992,203,202,99,1,0.02,A,0.5665064102564102,1.0,True,0.5665064102564102,1.0,True,False,False,,0.0,0.4244791666666667,0.9901477832512315,True,False,False,,0.0,0.34595352564102566,0.9802955665024631,True,False,False,,0
Dailey_and_Bergelson_2022_training_47_seed4864_LR_SBERT_complete_results_key1.csv,LR_SBERT,4992,203,202,95,1,0.06,B,0.42588141025641024,0.9901477832512315,True,0.5655048076923077,1.0,True,False,False,,0.0,0.42588141025641024,0.9901477832512315,True,False,False,,0.0,0.34755608974358976,0.9802955665024631,True,False,False,,0
Dailey_and_Bergelson_2022_training_48_seed2756_LR_SBERT_complete_results_key1.csv,LR_SBERT,4992,203,202,96,1,0.05,A,0.5665064102564102,1.0,True,0.5665064102564102,1.0,True,False,False,,0.0,0.4284855769230769,0.9901477832512315,True,False,False,,0.0,0.34975961538461536,0.9802955665024631,True,False,False,,0
Dailey_and_Bergelson_2022_training_49_seed8402_LR_SBERT_complete_results_key1.csv,LR_SBERT,4992,203,202,96,1,0.05,A,0.5677083333333334,1.0,True,0.5677083333333334,1.0,True,False,False,,0.0,0.42788461538461536,0.9901477832512315,True,False,False,,0.0,0.34375,0.9802955665024631,True,False,False,,0
Dailey_and_Bergelson_2022_training_50_seed8713_LR_SBERT_complete_results_key1.csv,LR_SBERT,4992,203,202,96,1,0.05,A,0.5687099358974359,1.0,True,0.5687099358974359,1.0,True,False,False,,0.0,0.4284855769230769,0.9901477832512315,True,False,False,,0.0,0.34615384615384615,0.9802955665024631,True,False,False,,0
Dailey_and_Bergelson_2022_training_51_seed4176_LR_SBERT_complete_results_key1.csv,LR_SBERT,4992,203,202,100,1,0.01,A,0.5661057692307693,1.0,True,0.5661057692307693,1.0,True,False,False,,0.0,0.4270833333333333,0.9901477832512315,True,False,False,,0.0,0.3489583333333333,0.9802955665024631,True,False,False,,0
Dailey_and_Bergelson_2022_training_12_seed9321_LR_SBERT_complete_results_key1.csv,LR_SBERT,4992,203,202,96,1,0.05,A,0.5663060897435898,1.0,True,0.5663060897435898,1.0,True,False,False,,0.0,0.42467948717948717,0.9901477832512315,True,False,False,,0.0,0.3457532051282051,0.9802955665024631,True,False,False,,0
Dailey_and_Bergelson_2022_training_13_seed7692_LR_SBERT_complete_results_key1.csv,LR_SBERT,4992,203,202,94,1,0.07,B,0.4270833333333333,0.9901477832512315,True,0.5681089743589743,1.0,True,False,False,,0.0,0.4270833333333333,0.9901477832512315,True,False,False,,0.0,0.3469551282051282,0.9802955665024631,True,False,False,,0
Dailey_and_Bergelson_2022_training_14_seed2996_LR_SBERT_complete_results_key1.csv,LR_SBERT,4992,203,202,95,1,0.06,B,0.42588141025641024,0.9901477832512315,True,0.5653044871794872,1.0,True,False,False,,0.0,0.42588141025641024,0.9901477832512315,True,False,False,,0.0,0.40625,0.9901477832512315,True,False,True,0.0049261083743842365,1
Dailey_and_Bergelson_2022_training_15_seed6185_LR_SBERT_complete_results_key1.csv,LR_SBERT,4992,203,202,96,1,0.05,A,0.500801282051282,0.9950738916256158,True,0.500801282051282,0.9950738916256158,True,False,False,,0.0,0.42588141025641024,0.9901477832512315,True,False,False,,0.0,0.3469551282051282,0.9802955665024631,True,False,False,,0
Dailey_and_Bergelson_2022_training_16_seed1182_LR_SBERT_complete_results_key1.csv,LR_SBERT,4992,203,202,94,1,0.07,B,0.42948717948717946,0.9901477832512315,True,0.5667067307692307,1.0,True,False,False,,0.0,0.42948717948717946,0.9901477832512315,True,False,False,,0.0,0.3501602564102564,0.9802955665024631,True,False,False,,0
Dailey_and_Bergelson_2022_training_17_seed1631_LR_SBERT_complete_results_key1.csv,LR_SBERT,4992,203,202,98,1,0.03,A,0.5659054487179487,1.0,True,0.5659054487179487,1.0,True,False,False,,0.0,0.4254807692307692,0.9901477832512315,True,False,False,,0.0,0.343349358974359,0.9802955665024631,True,False,False,,0
Dailey_and_Bergelson_2022_training_18_seed4936_LR_SBERT_complete_results_key1.csv,LR_SBERT,4992,203,202,98,1,0.03,A,0.5663060897435898,1.0,True,0.5663060897435898,1.0,True,False,False,,0.0,0.4264823717948718,0.9901477832512315,True,False,False,,0.0,0.3489583333333333,0.9802955665024631,True,False,False,,0
Dailey_and_Bergelson_2022_training_19_seed4171_LR_SBERT_complete_results_key1.csv,LR_SBERT,4992,203,202,96,1,0.05,A,0.5026041666666666,0.9950738916256158,True,0.5026041666666666,0.9950738916256158,True,False,False,,0.0,0.42908653846153844,0.9901477832512315,True,False,False,,0.0,0.3463541666666667,0.9802955665024631,True,False,False,,0
Dailey_and_Bergelson_2022_training_28_seed6587_LR_SBERT_complete_results_key1.csv,LR_SBERT,4992,203,202,96,1,0.05,A,0.5645032051282052,1.0,True,0.5645032051282052,1.0,True,False,False,,0.0,0.4270833333333333,0.9901477832512315,True,False,False,,0.0,0.34615384615384615,0.9802955665024631,True,False,False,,0
Dailey_and_Bergelson_2022_training_29_seed3881_LR_SBERT_complete_results_key1.csv,LR_SBERT,4992,203,202,94,1,0.07,B,0.4266826923076923,0.9901477832512315,True,0.5693108974358975,1.0,True,False,False,,0.0,0.4266826923076923,0.9901477832512315,True,False,False,,0.0,0.3483573717948718,0.9802955665024631,True,False,False,,0
Dailey_and_Bergelson_2022_training_30_seed4255_LR_SBERT_complete_results_key1.csv,LR_SBERT,4992,203,202,96,1,0.05,A,0.5683092948717948,1.0,True,0.5683092948717948,1.0,True,False,False,,0.0,0.5486778846153846,1.0,True,False,True,0.0049261083743842365,1.0,0.5290464743589743,1.0,True,False,True,0.0049261083743842365,1
Dailey_and_Bergelson_2022_training_31_seed8774_LR_SBERT_complete_results_key1.csv,LR_SBERT,4992,203,202,92,1,0.09,B,0.42688301282051283,0.9901477832512315,True,0.5675080128205128,1.0,True,False,False,,0.0,0.42688301282051283,0.9901477832512315,True,False,False,,0.0,0.34775641025641024,0.9802955665024631,True,False,False,,0
Dailey_and_Bergelson_2022_training_32_seed1221_LR_SBERT_complete_results_key1.csv,LR_SBERT,4992,203,202,91,1,0.1,B,0.42568108974358976,0.9901477832512315,True,0.5649038461538461,1.0,True,False,False,,0.0,0.42568108974358976,0.9901477832512315,True,False,False,,0.0,0.40604967948717946,0.9901477832512315,True,False,True,0.0049261083743842365,1
Dailey_and_Bergelson_2022_training_33_seed4967_LR_SBERT_complete_results_key1.csv,LR_SBERT,4992,203,202,99,1,0.02,A,0.5683092948717948,1.0,True,0.5683092948717948,1.0,True,False,False,,0.0,0.43149038461538464,0.9901477832512315,True,False,False,,0.0,0.3489583333333333,0.9802955665024631,True,False,False,,0
Dailey_and_Bergelson_2022_training_34_seed9058_LR_SBERT_complete_results_key1.csv,LR_SBERT,4992,203,202,95,1,0.06,B,0.4282852564102564,0.9901477832512315,True,0.4987980769230769,0.9950738916256158,True,False,False,,0.0,0.4282852564102564,0.9901477832512315,True,False,False,,0.0,0.34555288461538464,0.9802955665024631,True,False,False,,0
Dailey_and_Bergelson_2022_training_35_seed4224_LR_SBERT_complete_results_key1.csv,LR_SBERT,4992,203,202,97,1,0.04,A,0.5673076923076923,1.0,True,0.5673076923076923,1.0,True,False,False,,0.0,0.42908653846153844,0.9901477832512315,True,False,False,,0.0,0.3449519230769231,0.9802955665024631,True,False,False,,0
Dailey_and_Bergelson_2022_training_60_seed3018_LR_SBERT_complete_results_key1.csv,LR_SBERT,4992,203,202,95,1,0.06,B,0.42948717948717946,0.9901477832512315,True,0.500801282051282,0.9950738916256158,True,False,False,,0.0,0.42948717948717946,0.9901477832512315,True,False,False,,0.0,0.34915865384615385,0.9802955665024631,True,False,False,,0
Dailey_and_Bergelson_2022_training_61_seed2714_LR_SBERT_complete_results_key1.csv,LR_SBERT,4992,203,202,95,1,0.06,B,0.4264823717948718,0.9901477832512315,True,0.5669070512820513,1.0,True,False,False,,0.0,0.4264823717948718,0.9901477832512315,True,False,False,,0.0,0.34875801282051283,0.9802955665024631,True,False,False,,0
Dailey_and_Bergelson_2022_training_62_seed5520_LR_SBERT_complete_results_key1.csv,LR_SBERT,4992,203,202,98,1,0.03,A,0.5653044871794872,1.0,True,0.5653044871794872,1.0,True,False,False,,0.0,0.4266826923076923,0.9901477832512315,True,False,False,,0.0,0.3479567307692308,0.9802955665024631,True,False,False,,0
Dailey_and_Bergelson_2022_training_63_seed8677_LR_SBERT_complete_results_key1.csv,LR_SBERT,4992,203,202,99,1,0.02,A,0.5637019230769231,1.0,True,0.5637019230769231,1.0,True,False,False,,0.0,0.42908653846153844,0.9901477832512315,True,False,False,,0.0,0.34815705128205127,0.9802955665024631,True,False,False,,0
Dailey_and_Bergelson_2022_training_64_seed8028_LR_SBERT_complete_results_key1.csv,LR_SBERT,4992,203,202,100,1,0.01,A,0.5681089743589743,1.0,True,0.5681089743589743,1.0,True,False,False,,0.0,0.4276842948717949,0.9901477832512315,True,False,False,,0.0,0.35096153846153844,0.9802955665024631,True,False,False,,0
Dailey_and_Bergelson_2022_training_65_seed3413_LR_SBERT_complete_results_key1.csv,LR_SBERT,4992,203,202,96,1,0.05,A,0.5651041666666666,1.0,True,0.5651041666666666,1.0,True,False,False,,0.0,0.4280849358974359,0.9901477832512315,True,False,False,,0.0,0.34595352564102566,0.9802955665024631,True,False,False,,0
Dailey_and_Bergelson_2022_training_66_seed9083_LR_SBERT_complete_results_key1.csv,LR_SBERT,4992,203,202,99,1,0.02,A,0.5665064102564102,1.0,True,0.5665064102564102,1.0,True,False,False,,0.0,0.430088141025641,0.9901477832512315,True,False,False,,0.0,0.3499599358974359,0.9802955665024631,True,False,False,,0
Dailey_and_Bergelson_2022_training_67_seed2521_LR_SBERT_complete_results_key1.csv,LR_SBERT,4992,203,202,96,1,0.05,A,0.4985977564102564,0.9950738916256158,True,0.4985977564102564,0.9950738916256158,True,False,False,,0.0,0.4282852564102564,0.9901477832512315,True,False,False,,0.0,0.3489583333333333,0.9802955665024631,True,False,False,,0
Dailey_and_Bergelson_2022_training_68_seed6528_LR_SBERT_complete_results_key1.csv,LR_SBERT,4992,203,202,96,1,0.05,A,0.5655048076923077,1.0,True,0.5655048076923077,1.0,True,False,False,,0.0,0.4264823717948718,0.9901477832512315,True,False,False,,0.0,0.34755608974358976,0.9802955665024631,True,False,False,,0
Dailey_and_Bergelson_2022_training_69_seed7363_LR_SBERT_complete_results_key1.csv,LR_SBERT,4992,203,202,94,1,0.07,B,0.42528044871794873,0.9901477832512315,True,0.5673076923076923,1.0,True,False,False,,0.0,0.42528044871794873,0.9901477832512315,True,False,False,,0.0,0.34555288461538464,0.9802955665024631,True,False,False,,0
Dailey_and_Bergelson_2022_training_70_seed5942_LR_SBERT_complete_results_key1.csv,LR_SBERT,4992,203,202,100,1,0.01,A,0.5665064102564102,1.0,True,0.5665064102564102,1.0,True,False,False,,0.0,0.4280849358974359,0.9901477832512315,True,False,False,,0.0,0.3501602564102564,0.9802955665024631,True,False,False,,0
Dailey_and_Bergelson_2022_training_71_seed9557_LR_SBERT_complete_results_key1.csv,LR_SBERT,4992,203,202,92,1,0.09,B,0.42888621794871795,0.9901477832512315,True,0.5669070512820513,1.0,True,False,False,,0.0,0.42888621794871795,0.9901477832512315,True,False,False,,0.0,0.3485576923076923,0.9802955665024631,True,False,False,,0
Dailey_and_Bergelson_2022_training_72_seed5637_LR_SBERT_complete_results_key1.csv,LR_SBERT,4992,203,202,97,1,0.04,A,0.5679086538461539,1.0,True,0.5679086538461539,1.0,True,False,False,,0.0,0.42948717948717946,0.9901477832512315,True,False,False,,0.0,0.3802083333333333,0.9852216748768473,True,False,False,,0
Dailey_and_Bergelson_2022_training_73_seed5155_LR_SBERT_complete_results_key1.csv,LR_SBERT,4992,203,202,94,1,0.07,B,0.4270833333333333,0.9901477832512315,True,0.5671073717948718,1.0,True,False,False,,0.0,0.4270833333333333,0.9901477832512315,True,False,False,,0.0,0.3485576923076923,0.9802955665024631,True,False,False,,0
Dailey_and_Bergelson_2022_training_74_seed219_LR_SBERT_complete_results_key1.csv,LR_SBERT,4992,203,202,97,1,0.04,A,0.5657051282051282,1.0,True,0.5657051282051282,1.0,True,False,False,,0.0,0.42908653846153844,0.9901477832512315,True,False,False,,0.0,0.3451522435897436,0.9802955665024631,True,False,False,,0
Dailey_and_Bergelson_2022_training_75_seed9858_LR_SBERT_complete_results_key1.csv,LR_SBERT,4992,203,202,97,1,0.04,A,0.5667067307692307,1.0,True,0.5667067307692307,1.0,True,False,False,,0.0,0.42888621794871795,0.9901477832512315,True,False,False,,0.0,0.34354967948717946,0.9802955665024631,True,False,False,,0
Endendijk_et_al_2020_training_01_seed1985_LR_SBERT_complete_results_key1.csv,LR_SBERT,1271,274,273,88,1,0.13,C,0.6538158929976396,1.0,True,0.6907946498819827,1.0,True,False,False,,0.0,0.6726986624704957,1.0,True,False,False,,0.0,0.6538158929976396,1.0,True,False,True,0.0036496350364963502,1
Endendijk_et_al_2020_training_02_seed9554_LR_SBERT_complete_results_key1.csv,LR_SBERT,1271,274,273,79,1,0.22,C,0.5224232887490166,0.9525547445255474,True,0.6931549960660897,1.0,True,False,False,,0.0,0.6742722265932337,1.0,True,False,False,,0.0,0.5224232887490166,0.9525547445255474,True,False,False,,0
Endendijk_et_al_2020_training_03_seed4691_LR_SBERT_complete_results_key1.csv,LR_SBERT,1271,274,273,80,1,0.21,C,0.6530291109362707,1.0,True,0.6907946498819827,1.0,True,False,False,,0.0,0.6719118804091266,1.0,True,False,False,,0.0,0.6530291109362707,1.0,True,False,False,,0
Endendijk_et_al_2020_training_04_seed7768_LR_SBERT_complete_results_key1.csv,LR_SBERT,1271,274,273,87,1,0.14,C,0.6632572777340676,1.0,True,0.7002360346184107,1.0,True,False,False,,0.0,0.6821400472069237,1.0,True,False,False,,0.0,0.6632572777340676,1.0,True,False,False,,0
Endendijk_et_al_2020_training_05_seed5739_LR_SBERT_complete_results_key1.csv,LR_SBERT,1271,274,273,80,1,0.21,C,0.6498819826907947,1.0,True,0.6876475216365067,1.0,True,False,False,,0.0,0.6687647521636507,1.0,True,False,False,,0.0,0.6498819826907947,1.0,True,False,False,,0
Endendijk_et_al_2020_training_06_seed901_LR_SBERT_complete_results_key1.csv,LR_SBERT,1271,274,273,79,1,0.22,C,0.6561762391817466,1.0,True,0.6939417781274587,1.0,True,False,False,,0.0,0.6750590086546027,1.0,True,False,False,,0.0,0.6561762391817466,1.0,True,False,False,,0
Endendijk_et_al_2020_training_07_seed1563_LR_SBERT_complete_results_key1.csv,LR_SBERT,1271,274,273,77,1,0.24,C,0.6530291109362707,1.0,True,0.6907946498819827,1.0,True,False,False,,0.0,0.6719118804091266,1.0,True,False,False,,0.0,0.6530291109362707,1.0,True,False,False,,0
Endendijk_et_al_2020_training_08_seed156_LR_SBERT_complete_results_key1.csv,LR_SBERT,1271,274,273,77,1,0.24,C,0.6514555468135327,1.0,True,0.6892210857592447,1.0,True,False,False,,0.0,0.6703383162863886,1.0,True,False,False,,0.0,0.6514555468135327,1.0,True,False,False,,0
Endendijk_et_al_2020_training_09_seed8679_LR_SBERT_complete_results_key1.csv,LR_SBERT,1271,274,273,75,1,0.26,C,0.6498819826907947,1.0,True,0.6876475216365067,1.0,True,False,False,,0.0,0.6687647521636507,1.0,True,False,False,,0.0,0.6498819826907947,1.0,True,False,False,,0
Endendijk_et_al_2020_training_100_seed8400_LR_SBERT_complete_results_key1.csv,LR_SBERT,1271,274,273,83,1,0.18,C,0.6506687647521636,1.0,True,0.6884343036978757,1.0,True,False,False,,0.0,0.6695515342250197,1.0,True,False,False,,0.0,0.6506687647521636,1.0,True,False,False,,0
Endendijk_et_al_2020_training_10_seed2570_LR_SBERT_complete_results_key1.csv,LR_SBERT,1271,274,273,71,1,0.3,C,0.6506687647521636,1.0,True,0.6892210857592447,1.0,True,False,False,,0.0,0.6695515342250197,1.0,True,False,False,,0.0,0.6506687647521636,1.0,True,False,False,,0
Endendijk_et_al_2020_training_11_seed3431_LR_SBERT_complete_results_key1.csv,LR_SBERT,1271,274,273,81,1,0.2,C,0.5239968528717546,0.9525547445255474,True,0.6884343036978757,1.0,True,False,False,,0.0,0.6695515342250197,1.0,True,False,False,,0.0,0.5239968528717546,0.9525547445255474,True,False,False,,0
Endendijk_et_al_2020_training_12_seed1241_LR_SBERT_complete_results_key1.csv,LR_SBERT,1271,274,273,80,1,0.21,C,0.6459480723839497,1.0,True,0.6837136113296617,1.0,True,False,False,,0.0,0.6648308418568056,1.0,True,False,False,,0.0,0.6459480723839497,1.0,True,False,False,,0
Endendijk_et_al_2020_training_13_seed3383_LR_SBERT_complete_results_key1.csv,LR_SBERT,1271,274,273,79,1,0.22,C,0.6514555468135327,1.0,True,0.6892210857592447,1.0,True,False,False,,0.0,0.6703383162863886,1.0,True,False,False,,0.0,0.6514555468135327,1.0,True,False,False,,0
Endendijk_et_al_2020_training_14_seed5657_LR_SBERT_complete_results_key1.csv,LR_SBERT,1271,274,273,76,1,0.25,C,0.6467348544453186,1.0,True,0.6845003933910306,1.0,True,False,False,,0.0,0.6656176239181747,1.0,True,False,False,,0.0,0.6467348544453186,1.0,True,False,False,,0
Endendijk_et_al_2020_training_15_seed1671_LR_SBERT_complete_results_key1.csv,LR_SBERT,1271,274,273,79,1,0.22,C,0.6530291109362707,1.0,True,0.6907946498819827,1.0,True,False,False,,0.0,0.6719118804091266,1.0,True,False,False,,0.0,0.6530291109362707,1.0,True,False,False,,0
Endendijk_et_al_2020_training_16_seed3362_LR_SBERT_complete_results_key1.csv,LR_SBERT,1271,274,273,78,1,0.23,C,0.6498819826907947,1.0,True,0.6876475216365067,1.0,True,False,False,,0.0,0.6687647521636507,1.0,True,False,False,,0.0,0.6498819826907947,1.0,True,False,False,,0
Endendijk_et_al_2020_training_17_seed4111_LR_SBERT_complete_results_key1.csv,LR_SBERT,1271,274,273,80,1,0.21,C,0.6553894571203777,1.0,True,0.6931549960660897,1.0,True,False,False,,0.0,0.6742722265932337,1.0,True,False,False,,0.0,0.6553894571203777,1.0,True,False,False,,0
Endendijk_et_al_2020_training_18_seed6349_LR_SBERT_complete_results_key1.csv,LR_SBERT,1271,274,273,80,1,0.21,C,0.6483084185680567,1.0,True,0.6860739575137687,1.0,True,False,False,,0.0,0.6671911880409127,1.0,True,False,False,,0.0,0.6483084185680567,1.0,True,False,False,,0
Endendijk_et_al_2020_training_19_seed5010_LR_SBERT_complete_results_key1.csv,LR_SBERT,1271,274,273,85,1,0.16,C,0.6530291109362707,1.0,True,0.6907946498819827,1.0,True,False,False,,0.0,0.6719118804091266,1.0,True,False,False,,0.0,0.6530291109362707,1.0,True,False,False,,0
Endendijk_et_al_2020_training_20_seed7541_LR_SBERT_complete_results_key1.csv,LR_SBERT,1271,274,273,80,1,0.21,C,0.6483084185680567,1.0,True,0.6860739575137687,1.0,True,False,False,,0.0,0.6671911880409127,1.0,True,False,False,,0.0,0.6483084185680567,1.0,True,False,False,,0
Endendijk_et_al_2020_training_21_seed3864_LR_SBERT_complete_results_key1.csv,LR_SBERT,1271,274,273,81,1,0.2,C,0.6546026750590087,1.0,True,0.6923682140047207,1.0,True,False,False,,0.0,0.6734854445318647,1.0,True,False,False,,0.0,0.6546026750590087,1.0,True,False,False,,0
Endendijk_et_al_2020_training_22_seed7151_LR_SBERT_complete_results_key1.csv,LR_SBERT,1271,274,273,84,1,0.17,C,0.6522423288749016,1.0,True,0.6900078678206137,1.0,True,False,False,,0.0,0.6711250983477577,1.0,True,False,False,,0.0,0.6522423288749016,1.0,True,False,False,,0
Endendijk_et_al_2020_training_23_seed6950_LR_SBERT_complete_results_key1.csv,LR_SBERT,1271,274,273,86,1,0.15,C,0.6538158929976396,1.0,True,0.6907946498819827,1.0,True,False,False,,0.0,0.6726986624704957,1.0,True,False,False,,0.0,0.6538158929976396,1.0,True,False,False,,0
Endendijk_et_al_2020_training_40_seed3766_LR_SBERT_complete_results_key1.csv,LR_SBERT,1271,274,273,74,1,0.27,C,0.5161290322580645,0.9525547445255474,True,0.6845003933910306,1.0,True,False,False,,0.0,0.6656176239181747,1.0,True,False,False,,0.0,0.5161290322580645,0.9525547445255474,True,False,False,,0
